date,ipi_log_d12,ipi_manufacturing_log_d12,ipi_mining_log_d12,ipi_water_electro_gas_log_d12,pi_agriculture_log_d12,pv_eggs_log_d12,pv_meat_log_d12,pv_milk_log_d12,comm_freight_log_d12,rail_load_log_d12,constr_vol_log_d12,build_comis_log_d12,retail_nom_log_d12,retail_nom_food_log_d12,retail_nom_nonfood_log_d12,retail_real_log_d12,retail_real_food_log_d12,retail_real_nonfood_log_d12,market_service_vol_real_log_d12,cpi_log_d12,wholesale_nom_log_d12,wholesale_real_log_d12,loans_deposits_log_d12,credit_debt_log_d12,credit_debt_overdue_log_d12,credit_debt_overdue_gov_log_d12,credit_debt_overdue_suppliers_log_d12,debit_debt_log_d12,debit_debt_overdue_log_d12,debit_debt_overdue_customers_log_d12,wage_debt_overdue_log_d12,ppi_coal_log_d12,ppi_diesel_log_d12,ppi_gas_log_d12,ppi_gasoline_log_d12,ppi_oil_log_d12,ppi_residual_log_d12,ppi_animal_husbandry_log_d12,ppi_eggs_log_d12,ppi_meat_log_d12,ppi_milk_log_d12,ppi_poultry_log_d12,pi_inv_log_d12,pi_inv_construction_log_d12,pi_freight_log_d12,cpi_alchohol_log_d12,cpi_food_log_d12,cpi_nonfood_log_d12,cpi_services_log_d12,labor_demand_log_d12,un_log_d12,un_workload_log_d12,wage_nom_log_d12,wage_real_log_d12,brent_log_d12,neer_log_d12,reer_log_d12,miacr_log_d12,m0_log_d12,m1_log_d12,m2_log_d12,ex_usd_log_d12,im_usd_log_d12
2003-09-01,0.09707773675930742,0.1145474397074926,0.0887255944519616,0.005815956624718233,-0.02909119079359268,-0.00923184927886922,0.05584373621609284,0.01443324024465742,0.061720112157871654,0.05525115375529133,0.2204000653684588,,0.17382741576751126,0.16966953783235095,0.17732696506065704,0.07088343171209655,0.06022770624142826,0.08061435779052406,0.059605363388612886,0.12408148897052129,0.23567851650673877,1.7265105958926874,0.32151614546756235,0.08726262190952383,-0.07534708452481009,-0.11306953962248834,-0.05526581997545321,0.13227805603246523,-0.04557432455188959,-0.13456927543694253,-0.10108422393161298,-0.019493794681000765,0.25345195865635617,-0.04725288485054513,0.16055234363740212,0.09332667609410272,0.12776768790777204,0.07315596401487756,-0.020219047053306127,-0.045778960528997104,0.18301957619233455,0.25625639367493847,0.09758050528084627,0.09855045188467049,0.20007040635949558,0.08957253977977864,0.10873181538160015,0.08964398696454445,0.23492706756317983,-0.026744669494344286,0.012903404835908017,0.11650680711335504,0.20614521657962825,0.09275045866990972,-0.04648648165658642,-0.052424982530290265,0.04763911917144181,0.48691473549960973,0.35314781164519093,0.3594553886428109,0.39035026454088495,0.17476807755841328,0.23089302503347575
2003-10-01,0.082959855213522,0.11164468004953054,0.07783978680671044,-0.03680413008267003,-0.011872822499975122,-0.008854316745486202,0.03258433633300495,0.004214081246830759,0.07251801365977961,0.05698693137361044,0.22192478212008027,,0.17815232941807757,0.17960342519382877,0.17695961365256885,0.07185101766083157,0.06512727508258731,0.07965696183419713,0.06663703475229354,0.12309187978535618,0.22889225819669612,1.7184424212431768,0.344741839743282,0.08731851525657852,-0.06894416583952179,-0.1518236403810267,-0.035977640573793046,0.16170574052864772,-0.020965998902592098,-0.11390191547460571,-0.1290813078268105,0.004210532536343514,0.23287453863599694,-0.25814039335130623,0.09799116619594272,0.07923990930482905,-0.005259215728484534,0.10686161011641815,0.05001042057466165,-0.011814255959736286,0.2674368693572742,0.21562075532437142,0.09857207700314152,0.10151634629804818,0.21284699293847797,0.09156061200516508,0.11467831456932753,0.09063457644624151,0.21820262462198503,-0.016377029281322564,-0.05001042057466121,0.09475229973406751,0.2328253302361336,0.12086670724621751,0.0724726488129912,-0.06583582571803603,0.03501401034346596,-0.2897675789428025,0.35320320972687025,0.35979964510202134,0.39027549198852096,0.2408145591741082,0.1919726644832611
2003-11-01,0.08914544194623275,0.10951248307968964,0.09150263728382857,0.012280194994898963,-0.0786583308884854,-0.0068571697261363695,0.0078508744757384,-0.016547536982529643,0.07725174856351469,0.05674549538547513,0.19719399146103456,,0.17403075445928806,0.17292379433518335,0.17494144949633217,0.07185101766083246,0.06612478139971323,0.07866539011190188,0.060654963074746604,0.11716886148223349,0.21856386162189256,1.6952270929238065,0.3813989276775436,0.08759819180823136,-0.05921899565291611,-0.14521589187855177,-0.028392631042336802,0.12835314647866447,-0.01059750177746377,-0.11057146594082301,-0.16901313828705788,-0.021322769468821612,0.19722786001993242,-0.37948962170490397,0.1559457075985069,0.04326312579710567,-0.08331346351669389,0.12415310722647899,0.07339597497163197,-0.006632550765267808,0.18584811984931981,0.19645022130288758,0.09758050528084627,0.10250595548321417,0.21184849060888844,0.09454124014330212,0.105833048054361,0.08964300472394537,0.2033728916509343,-0.007878487572080317,-0.10919929196499156,0.08012497495999593,0.2438063146985261,0.1358146686820909,0.1665166796839781,-0.0338539067430359,0.0600663680197675,-0.21772348384487028,0.3676564624480916,0.3360362693118555,0.37105526030274305,0.21889562061671342,0.1722321257975299
2003-12-01,0.12894708605768557,0.2096888525351881,0.09247682148167158,-0.08895364395353589,-0.08067649504472385,-0.0050197308703126,0.02545113242952457,0.0010741139593379856,0.08925254723344178,0.07395352007217237,0.2383447126462599,,0.1800386876900424,0.17557844290906388,0.18386357714576995,0.08142880093406646,0.07726934595277779,0.08660544064851639,0.06535642918655338,0.11322018902681741,0.23437612721545253,1.6646436695517268,0.3701608620623693,0.08920942994570424,-0.09258497416302625,-0.1353095427714015,-0.08564285407711125,0.12201734833908162,-0.03849641738947529,-0.13631286859910308,-0.16437003013189688,0.004357305368955622,0.2558739652555566,-0.36593426935152973,0.26295216660589027,0.06812849248940367,-0.07762729538435043,0.11836158524689022,0.06675623445523904,0.020252717433212553,0.18719643341904302,0.24405018190895333,0.09857306119359777,0.10250595548321506,0.21184849060888844,0.09652340134729354,0.09798987059333442,0.08864946266506823,0.20139269298407125,-0.017263067423780143,-0.09309042306601212,0.10061757837507468,0.24677293575901516,0.1432619517573741,0.0509225938475546,-0.04033187707619135,0.050019088001172385,-1.3018956570730127,0.37258193729506495,0.34431541408223865,0.3774162170426951,0.23389532894363185,0.2673503359318339
2004-01-01,0.071662703835635,0.09892733147274413,0.07152842451786068,-0.018382889931548796,-0.0877223218779255,-0.023547037681620253,-0.0018957351648989373,-0.03160066104181425,0.06431803827922078,0.0828745679731071,0.2219404230359343,,0.19288769283183704,0.19554094964731839,0.190587619265294,0.10110963296793063,0.10308516191548733,0.10014410898131487,0.05422045664606756,0.10734358053783222,0.19610107889454476,1.548395082562231,0.3465729587497748,0.048741163777417995,-0.1150009314400009,-0.14513130119105533,-0.1364409087881544,0.11926474798972819,0.0036819740135554113,-0.0018267625722430125,-0.22437079630358703,-0.0639877086752838,0.24966168300809954,0.21999724562484513,0.23856494985137644,0.04821446611966618,-0.0907881150434493,0.12032429441473891,0.07551953781416021,0.015030455470697035,0.15839861052475612,0.24350577255411388,0.09658498896821133,0.0995193927854654,0.17558497514118443,0.09160455227569742,0.08819547300104702,0.08269706413777289,0.19851499315645693,0.0061919702479205085,-0.03390155167568176,0.03141156283911695,0.23365034174988963,0.11940645766814928,0.0032020520474795866,-0.014686862474356133,0.07058513390494259,-1.7794516215534582,0.40738499699529385,0.3727512736366423,0.4083708607268193,0.16900373739753682,0.16351755235923982
2004-02-01,0.09960863422619326,0.1231596448605119,0.10176830970757944,0.014442814410669413,-0.09577065506075488,-0.012427344402321516,-0.0054102927282473345,-0.03072438293101598,0.09020024764377865,0.08389489608781187,0.23458859756008277,,0.20239181850312615,0.20307598826340012,0.20180512553276309,0.11223771947733852,0.10817941643723028,0.11622485750976796,0.06829104054301016,0.10142056223471041,0.1976828722705637,1.4549180838395666,0.3235284483068739,0.07207668113317922,-0.10788518231458166,-0.13520127468129228,-0.10368603435565404,0.12784432315290672,-0.0007191657987055677,-0.03558983386626924,-0.20017917419396092,0.029852963149681777,0.08932874086777076,0.2599575244369259,0.11571733035548526,0.16509153940624532,-0.23927462278860023,0.142215715896592,0.135323186689285,0.07128992430876302,0.16706876173098273,0.36814141523474575,0.10350543181278571,0.10841712820533012,0.17458547480810083,0.09259318310263609,0.08720684217410746,0.07772934403583776,0.17324639898157113,-0.03398385281559868,-0.010929070532190277,0.04750233398500381,0.26721234330526755,0.15725958244768723,-0.06005261577570842,-0.005617625329120024,0.07551824386471839,-0.7547683146661192,0.4667892713802182,0.42101008213943025,0.45452143949852797,0.21561180464589746,0.2329005001722173
2004-03-01,0.07120544223928693,0.09304222239635518,0.07514902343230201,-0.01970432114191034,-0.09577065506075488,-0.02536179012754669,0.0017256259674693908,-0.03713506857886717,0.06708413133700475,0.05134494594614747,0.23850120696852972,,0.20186615286692522,0.20132804963536977,0.20233257471740984,0.11408444207050294,0.10450294170792152,0.1217855761944655,0.08533690781599823,0.098448791845553,0.222161541952552,1.3852124539475303,0.33886322995708085,0.07605662610917285,-0.12261851765701515,-0.14910067414494232,-0.08197434353596122,0.0990519519382449,-0.10785398440656468,-0.12335029832153754,-0.2120535002662649,0.05085841723349116,0.013793322132336527,0.2627627502268979,0.09986257391308939,0.2904673854010511,-0.2760681674338441,0.16710500466027955,0.24878021506451908,0.08108053226215084,0.17698786808998257,0.32598527498075214,0.10350543181278482,0.10741962188820509,0.1725874721454277,0.09160161138034173,0.08819645135927345,0.07375319565619876,0.16237135359269672,-0.011792589489823868,-0.03468555798789019,0.028068841356179597,0.25402946277390015,0.1486347086659272,0.09409177279485714,0.004382956483651945,0.08254628392586394,-0.4541602197610094,0.4655637107503443,0.42134048062711926,0.45238925448055056,0.1980296641722621,0.25715536569088826
2004-04-01,0.06397773911783311,0.06717013257075966,0.08439408157635242,0.01720023579354013,-0.08466503864824482,-0.04026071478776316,0.015037877364540542,-0.03975803403195144,0.08785302369624315,0.04522867461320246,0.2497051585419099,,0.20755177686181714,0.2007251631764264,0.21351333772778425,0.1201206777023538,0.10450294170792152,0.13287999155366848,0.07437516377385389,0.098448791845553,0.2137749383516141,1.3334692157953576,0.37535007829932177,0.05609486856710433,-0.13222901268555542,-0.16100692769771818,-0.09888477696305209,0.09854807833706758,-0.025034537356578568,0.029369352785570513,-0.27766337988700407,0.032391495791235236,0.05647673832696043,0.29933268967175586,0.12529416690637873,0.23981791745657954,-0.1506566421499862,0.17605583518036383,0.22689915301287122,0.22841162045609664,0.18955456546675542,0.26949806988362823,0.10350543181278571,0.10445079239440336,0.18979630982606732,0.09458223951847877,0.08621625269241129,0.07375319565619876,0.1643340627605454,-0.004324331063003228,-0.07410797215372167,0.008950830520085162,0.23452946547404707,0.13068806547509038,0.29535257875600074,0.0053440626531928714,0.080016300501347,1.1315727745173703,0.4414991409331597,0.3913400744089399,0.4298380955662422,0.3990775526098762,0.2233777551060374
2004-05-01,0.0733772861293378,0.08064882289122366,0.07864693932078559,0.030695717268425682,-0.06333360513218711,-0.04552170189262128,0.016461277054071743,-0.03751161092119126,0.06916541915367258,0.05063116076517282,0.25117215041198904,,0.21092067392792213,0.19892929319361485,0.22144359340376152,0.12314639861889098,0.1045029417079224,0.13692858007966802,0.0653706006807715,0.0974562359328015,0.23537397291239248,1.2767041929911676,0.4428696505022165,0.05528177740593776,-0.15618242966635965,-0.15810729867336004,-0.1126731625041133,0.12391748658240864,0.009736962218854117,0.03253396525219365,-0.2807110725190771,0.2741291060470772,0.19820713772161191,0.3208061198768135,0.2139043649255914,0.3118427586654704,0.2971328220611804,0.17910306963583267,0.18270258175569953,-0.013717423603287315,0.18900260516458012,0.2589141705718312,0.10943430293506307,0.11433229572440151,0.18780030117935276,0.0965703117438661,0.08323266022552378,0.07573929362782827,0.16334835543578574,-0.0019588644853332227,-0.13176927763112345,0.007363386427468477,0.22279873033035358,0.119791474250877,0.37350848624216626,0.03845706547719985,0.10944244123552682,2.040526125430162,0.4027454538978894,0.34763496723281495,0.40117119125196155,0.2945257509758097,0.2204443051132614
2004-06-01,0.0988938815111613,0.12170470818555401,0.07766025941834087,0.015499632916079698,-0.024473910053788295,-0.045539065604298656,0.010320009031989485,-0.0492222778474698,0.05552212719021288,0.03720891783559033,0.24370982889568715,,0.21111038527112314,0.20099358858733307,0.2199906322545946,0.12015685977052559,0.1035054353907956,0.1329445110647942,0.07402034226025478,0.09745623593280062,0.26986096773236756,1.3006369592027953,0.419380862710212,0.07400761561669889,-0.17281253874880154,-0.1626148941828447,-0.13662942564010994,0.10621833256652913,-0.05257305399039769,-0.05531225946944307,-0.26305033629276053,0.3022808718729344,0.2500878166914742,0.3486212091316352,0.3156562204834863,0.44174526704211736,0.41549345361542755,0.1934328951906572,0.21977803578255894,0.1902504849636557,0.19993407650968287,0.25733642870874185,0.11240313242886568,0.12125958715696772,0.18780030117935276,0.09458223951847877,0.08422423194781903,0.07772736585321383,0.160379525941984,-0.010491274100535186,-0.11934675763256597,0.022687540266795203,0.2325407009150382,0.1292255064842358,0.24085201134106837,0.01696175309097203,0.08574153554915398,1.550374571184618,0.3553297965007669,0.3035825486161352,0.36202569930898054,0.3199006697017719,0.2663523056454462
2004-07-01,0.07152169363524319,0.08904470491356964,0.05877395678959196,-0.0005488559543844751,0.18813398630008837,-0.03359184434662943,0.02444113515914559,-0.06184268780670088,0.05829613419566382,0.04523878547884408,0.20381331751430043,,0.22233481693935797,0.20825262934897015,0.2344987454242906,0.12888207266139418,0.10741550879863926,0.14545068657002425,0.08273710447467231,0.09944036356784824,0.28054533989958585,1.3753970344119058,0.3970834711868765,0.08786988145007513,-0.15025379240183678,-0.16098224075895917,-0.10269142198958559,0.1601882532180685,-0.04041525747014685,-0.02615615132922766,-0.31341730447063654,0.33372120324932286,0.24906444213423917,0.396214348336013,0.33068779611320664,0.3627864984847351,0.10665334066013177,0.1934328951906572,0.2331572899747112,0.07980226148789171,0.19912544362794193,0.23245697896373763,0.1193372860178652,0.13409926972000807,0.18878021306570147,0.09458223951847966,0.09117215071661633,0.07872189601972313,0.15447399696794228,-0.01934296284313053,-0.12095261041766281,0.04330694275490021,0.21789382049243855,0.1111708535724194,0.2987319086383655,-0.011546269431906175,0.05940182476402622,0.029934207818044456,0.3304563584834659,0.28339334770527014,0.33752975710701705,0.3278376077053995,0.22723708801108344
2004-08-01,0.10134497746992022,0.13261595320721042,0.06179967770612915,0.020873579633021944,0.3869848450452542,-0.015065619308975542,0.02739897418811399,-0.05473716497332326,0.06575137756278071,0.04384530814462195,0.20787607918342133,,0.22617401499506684,0.20473145819353888,0.24421316520978387,0.12888207266139506,0.09565066721905335,0.15701150897109972,0.10493781445486494,0.10744040623492435,0.29199869423736224,1.4561426309876486,0.3905219109534288,0.09805366575007568,-0.15417548541347692,-0.1552468706742154,-0.11920940878211894,0.17295058350127768,-0.02674223160759137,-0.03014546278614194,-0.3251540145130658,0.438008655840636,0.2523056597764768,0.3837251214717581,0.2930092419694521,0.312411142141265,0.03748974759313661,0.19838585231950656,0.25511785594672354,0.23065173868497268,0.19049728443323133,0.2158679167631803,0.12428044981538378,0.1429706931074275,0.1907782157283746,0.0935867192769777,0.10931780988466944,0.07772736585321383,0.1574487140846852,-0.03748636894144752,-0.12260232209233246,0.07606003871004408,0.2244903038427335,0.11015304177971874,0.3576112735951553,-0.023017265447500712,0.05542215157548558,-0.005263170044274679,0.3347550805991455,0.27348028424350623,0.3181883735476525,0.3594449925036791,0.2773436151481281
2004-09-01,0.0667051954999831,0.0878991144254142,0.043617358622938696,0.007462560573015864,0.2713783381133892,-0.002985571963916911,0.02055408327743624,-0.04608145119543838,0.06799967770332493,0.04753370046573924,0.2024174207970928,,0.2258121354699698,0.21692708597143007,0.23320144500405338,0.1278934418344546,0.10752024277443706,0.14417182640805937,0.09702481569753907,0.10843691852466364,0.27874757657440075,1.5007889953066202,0.4040340077998943,0.08951214684609532,-0.17576444226407428,-0.17581315729816627,-0.1436403270983595,0.16670565665067372,-0.03191122937306723,-0.028743232224141657,-0.3566795937930749,0.45662716028803274,0.332990727182656,0.37637214716649936,0.3083997720831917,0.3764775712349122,-0.016758133526148633,0.18961813906619618,0.20666871411070442,0.23890613406544325,0.1691150946169948,0.12430375656864179,0.12625673504359636,0.14789438596921212,0.13361980188842626,0.09259218911046929,0.11232231890496802,0.07772736585321471,0.15447104439076043,-0.0344691928081744,-0.0800427076735366,0.11403671069676236,0.21924828562288035,0.1041888093880452,0.4659378317394909,-0.009222268250912435,0.07253438217901564,-1.2121864028633247,0.2893881604964772,0.2523115888881353,0.30312575521965535,0.3660000939990802,0.2552379602081629
2004-10-01,0.04466309563132409,0.04432786613177431,0.05154604237844573,0.026154693585168864,0.18019261497627248,0.007442883907078368,-0.004944385845464083,-0.05133756078272356,0.04601263697722402,0.04837358428421634,0.19684965735686433,,0.23112342378201056,0.2177944855607752,0.24196178814979863,0.1336793789014994,0.10752024277443706,0.1537047870667836,0.06962584150942508,0.10942652770982875,0.27308843995900567,1.5430860490067415,0.37482501973302895,0.08896604629564209,-0.15582020050215473,-0.15005672136313208,-0.13647042527109132,0.13814745094457948,-0.035443505049356894,0.011856044030312596,-0.39117915086068855,0.4964368863138908,0.38958206193516176,0.6221954445876614,0.2942079163516045,0.3290362796127191,-0.04388695035587542,0.17914683919890084,0.2199821749206352,0.23562743520905904,0.14270235788126584,0.14940618280560436,0.13807953285465224,0.16647682776203698,0.06281166773725921,0.09159864705159126,0.11528236053344454,0.07475264873647092,0.1584314456068574,-0.034649135413174825,-0.025975486403261083,0.15287435546765415,0.1638481957000817,0.047142862511044825,0.5195011548259458,-0.007212309727957056,0.0737742521905087,-1.409526662613159,0.3013537297219955,0.2556428441092269,0.30359824700388227,0.32975328637246903,0.23519364327656334
2004-11-01,0.0869229049212068,0.12527321203177966,0.045263299198950335,-0.00024104918065415148,0.19563693740374521,0.008374620700170254,0.0058479698824234205,-0.03913172934827447,0.05412605864379216,0.04222522217358016,0.25479113228202266,,0.24022814000595627,0.22528717485746164,0.2523427060064716,0.14160021239294274,0.11249290344381446,0.16357653554593732,0.07262135048922325,0.11041613689499563,0.2721149417714823,1.5846665633661514,0.31823257644451264,0.1046340463606068,-0.17298842623610078,-0.1654977231972996,-0.1729558008063128,0.17910039222789287,-0.05286677226262615,-0.01614763826711485,-0.4130656691003818,0.48285177172358473,0.48923690573626466,0.7419373447293776,0.37370233754195326,0.487628087093289,-0.0421893400412543,0.18956853466131474,0.33798281092658033,0.24199595852299538,0.13751136082329474,0.14414180687342437,0.14302758847202224,0.17239400479012623,0.06878778114060058,0.08861801891345422,0.1192232523333212,0.07376009282372031,0.1624075939864973,-0.03098354551996696,0.012739025777429802,0.18511462523258881,0.16236866779168757,0.04516266384418177,0.40511722151568375,-0.033158047227432874,0.051159267090456595,-1.1167946077513002,0.2947537502288027,0.27652775753447223,0.31884982824672825,0.4554311091133325,0.3351405186175871
2004-12-01,0.065830880466482,0.07829076864298035,0.04915057328735184,0.04269151866058252,0.20768527591992036,0.00680640277672051,0.012058716320127338,-0.034957136651055265,0.03239256218888542,0.03453722643236201,0.27160525432122107,,0.24415540552439907,0.23274994560911555,0.2537938037227887,0.14333181455722155,0.11674641900187144,0.16357653554593732,0.06980312410538136,0.11041613689499563,0.25923885418236203,1.5961355907149146,0.32646038713038195,0.11781668473019558,-0.1517545532666036,-0.15066708402398898,-0.13546138708271638,0.22334166153661883,-0.04372599789408316,-0.026642251562054575,-0.5285565459709431,0.445243079565083,0.47107244948880655,0.7569586933048997,0.28149900580545584,0.5062631734889331,-0.009297587638180005,0.18956853466131474,0.2755396856260557,0.23235914367804789,0.12958526071301257,0.16326092346347743,0.14104149050039183,0.17140144887737385,0.08957032032312906,0.08663585770946192,0.1221716574176197,0.07177004241570994,0.16339818346819346,-0.020101179321087237,-0.037271394797231405,0.1658657707405906,0.1807544253452349,0.06313700396221034,0.2839852105704548,-0.01679666238551558,0.06847442725880981,-0.21597506183559703,0.2851091615213983,0.2896332925830425,0.3261451922051135,0.3401641533859152,0.28519828478049725
2005-01-01,0.031225351289005943,0.038465338680302,0.031864937000326776,-0.01865313198811247,0.2117175394478581,0.016575939391755945,-0.023033647877626073,-0.03317586223889979,0.04024851147742936,0.03131779955254732,0.2612523982710391,,0.19533296979367343,0.1807056124617059,0.20787320086021754,0.09849242288720195,0.06825960687480848,0.12239791672559885,-0.005770302385858628,0.11824396551524252,0.21688224173764326,1.5690943160119506,0.38116912268592706,0.1534153856764835,-0.16196386893810377,-0.20432547946039747,-0.10506455916127067,0.29757425614926447,0.010169772846036373,-0.06077700276911013,-0.7130742527664875,0.5589862632057878,0.4084336283725971,0.26107060322627085,0.06052871402734006,0.43781869771719695,-0.15379875302440027,0.1846545198588858,0.2236324293488794,0.2652785416896375,0.11853511537559136,0.14283577222044563,0.14995685415834448,0.17934587993590956,0.19113354793626147,0.08268328339363862,0.12118692075507997,0.07077452217420888,0.20755754226911183,-0.07031649841745935,-0.09646026618756176,0.23043398457688902,0.21379452312178948,0.09070767260329848,0.3527349673506528,-0.007957601673314052,0.08859847385884034,-0.05661889399950798,0.2912502412434259,0.2683400568075225,0.3062975042405114,0.22910277133329693,0.2569133272620423
2005-02-01,0.06032536777544717,0.09049501012616457,0.008182452356766845,0.019366230537035456,0.21272713064921156,-0.006665384410388775,-0.04248099497616753,-0.048478200354704626,0.008358601770622975,0.018075983924336292,0.2459261426609558,,0.19919454635288236,0.19752077652735167,0.20062852894657457,0.10350999487918067,0.08438898880469203,0.11740040507512717,0.014971181920957477,0.12022220552734808,0.2506284193678816,1.5718378019577024,0.4202359351171516,0.15075022409371464,-0.12480287746215701,-0.22556695565066498,-0.05026355960726292,0.2700170215775515,0.14579106666759145,0.10404071931910241,-0.6417251943248452,0.6458265243698733,0.4292620274731025,0.29667763536035885,0.14891182213040643,0.25651162738374733,0.00579101381477809,0.1637686288790512,0.12416751258247416,0.2698310843875955,0.12075640294398049,0.007639024274416428,0.1450185725177624,0.1754011016448942,0.19213304826934507,0.07971445389983778,0.12513559321049605,0.07077452217420888,0.21344568489433513,-0.09038406146826894,-0.14141165404982825,0.267505663967909,0.1952378356438924,0.0719602069033467,0.38781182194732056,-0.014161552528607402,0.08243896195161682,-0.1359556362360289,0.2315636894904909,0.231367826058265,0.266105794372832,0.3069629980814259,0.2758504340529129
2005-03-01,0.050988231779506954,0.05479327794633537,0.03117197058146548,0.05656060054508316,0.22277746650271268,0.034241629896949455,-0.01739174271186883,-0.05115753856681149,0.023296433756131663,0.04977103722502374,0.24700660881317127,,0.2049045602014843,0.20192444568235235,0.20747923240180466,0.10535331337347031,0.08162273531180197,0.12293037308458832,0.03357636975199263,0.1251702611447172,0.26896033505376327,1.5807109746381887,0.3956940877837827,0.1498951804597688,-0.1273664555577536,-0.20543572607785698,-0.06533835902130747,0.261497456319967,0.07158867866897722,-0.007380107297622729,-0.6237933976728236,0.5748474825309211,0.40919413666803095,0.2916582208314207,0.18092148656175233,0.3887845235485541,0.1188565730649076,0.1618001243063789,0.024562638368409218,0.28904783407606516,0.12235447218896311,0.07543920735457732,0.1450185725177624,0.1754011016448942,0.19213304826934507,0.07971445389983689,0.13693514014165142,0.07077452217420888,0.21939218408206074,-0.08152660763420805,-0.11191791620398561,0.25096714576309065,0.23033604263829943,0.1022942862518672,0.4567584024957152,-0.029456762256358182,0.07327626340221371,-0.5962052353677147,0.2155380338783237,0.23147807773913698,0.2577361033496519,0.37119787569326235,0.28888039494388984
2005-04-01,0.04787458110622822,0.07574167491014538,0.00946569199960301,-0.010880680250448194,0.22778498823333493,0.0344691928081744,-0.02073589847917834,-0.042826387796394805,0.015663296192163223,0.05380270599297621,0.25880229553917555,,0.23117317233639234,0.2286187312022987,0.23338442622369016,0.12816044968994866,0.10148436139852368,0.14867436907437703,0.06319353945563844,0.12615987032988407,0.33243667624829865,1.6324542127903605,0.3634974271240736,0.15165961823132612,-0.14358282786176435,-0.196012586393163,-0.06743358277353906,0.24846672841160355,0.06586965945722412,-0.01170481550353486,-0.7048960027294982,0.5567659712446629,0.4701370858677656,0.2632548686528242,0.32178768493829146,0.5048022979737965,0.37003978076006394,0.1794649604861842,0.14670832347113283,0.27348826652308844,0.12476982173501305,0.06966536646858401,0.1410542462158526,0.1754011016448933,0.1729937080586481,0.07772835592820737,0.146797153010767,0.06977999200769958,0.20755772643505832,-0.057987257650348845,-0.0800427076735366,0.227096125630033,0.21592150523071574,0.0870887221258041,0.43470495582404167,-0.02565350560152968,0.07927049744767967,-1.446066104419808,0.24003989773887735,0.24499718644793944,0.26912965314296144,0.31787101596970224,0.24325311900733482
2005-05-01,0.031102699492399744,0.044358346204201204,0.01616748826562109,-0.0028699565043703856,0.23977314379330394,0.04239891723992173,-0.016461277054071743,-0.0429559958452046,0.03895229280540757,0.03332055040050186,0.2514250905949673,,0.2426737483296426,0.24640041347847763,0.23942876967603954,0.1361845649599962,0.1094924122018659,0.15772420459429526,0.08898862046171185,0.12715242624263556,0.3384672211388047,1.6612394536026382,0.31840476122598815,0.1586224592186518,-0.09578198920208347,-0.18788725583647636,-0.0508105524037612,0.2421989993485809,0.014805479283459988,-0.05263590413396635,-0.7518261044069341,0.31792195764149955,0.4386247727094741,0.2658284711651602,0.3015268472308712,0.6262475192197856,0.3426887019639935,0.18855134304214172,0.15876586380306357,0.289747826504259,0.13097192596516294,0.12242666339888864,0.1390818589886491,0.17441733373476076,0.17498971670536267,0.07673481386932934,0.154733702606503,0.06580384362806058,0.2016229909152436,-0.024815169119723812,-0.028573372444056,0.17836339499632548,0.21501742927704726,0.08509470351893977,0.2584459490461364,-0.0177163624204848,0.08923884237203072,-1.2632342683626632,0.24130140859907456,0.25618044879618296,0.27578876088084314,0.42188592090787225,0.28293197115733193
2005-06-01,0.05975795525277583,0.09541774981767581,0.0072432842686120935,-0.008776648219759764,0.24577316179340158,0.03726087263492772,-0.014478019180653057,-0.03753500182151903,0.027459166200651808,0.03301270662185374,0.27294293987949736,,0.23549933568592785,0.2296116918354114,0.2405904649179309,0.12917402047377902,0.08933043891152259,0.16170827360916995,0.07937316176226972,0.12516632827100693,0.3280241438723497,1.6355750852267317,0.33364854633223295,0.15635465390943182,-0.08217617681523581,-0.15879998679940766,-0.057337224747890936,0.2583327338017547,0.0710351168301333,-0.0020001545248096164,-0.7488573612555243,0.38299225225610556,0.338381880902233,0.25508091107638275,0.12715704419179374,0.5292377525762513,0.20291122358229785,0.18651675434435422,0.09214367743316565,0.24230451631077976,0.13760089268427933,0.18764658747784324,0.14006951338992124,0.17638777772205927,0.1918468337717858,0.07673481386933023,0.15374213088420863,0.061823738871434664,0.2016229909152436,-0.0019193863858033566,-0.028573372444056,0.14227405566467866,0.20971667162476848,0.08509470351894066,0.43496687425780634,-0.0008650893744235333,0.10628131141737196,-0.4866785476227362,0.25961887389192295,0.2639280396025878,0.28579546077970086,0.28749042981244877,0.2591969277263697
